1;4947.596822;inf;6817.166475; e(0) = y5 0 4 * 1 2 - 5 + - -1 - / |  e(1) = y4 y1 y5 y2 / + / |  e(2) = y5 y4 ^ |  e(3) = -3 5 2 0 + * 5 1 3 - -1 - / * ^ |  e(4) = y3 | 
1;4947.596822;inf;6817.166475; e(0) = y5 0 4 * 1 2 - 5 + - -1 - / |  e(1) = y4 y1 y5 y2 / + / |  e(2) = y5 y4 ^ |  e(3) = -3 5 2 0 + * 5 1 3 - -1 - / * ^ |  e(4) = y3 | 
1;4947.596822;inf;6817.166475; e(0) = y5 0 4 * 1 2 - 5 + - -1 - / |  e(1) = y4 y1 y5 y2 / + / |  e(2) = y5 y4 ^ |  e(3) = -3 5 2 0 + * 5 1 3 - -1 - / * ^ |  e(4) = y3 | 
1;4947.596822;inf;6817.166475; e(0) = y5 0 4 * 1 2 - 5 + - -1 - / |  e(1) = y4 y1 y5 y2 / + / |  e(2) = y5 y4 ^ |  e(3) = -3 5 2 0 + * 5 1 3 - -1 - / * ^ |  e(4) = y3 | 
1;4947.596822;inf;6817.166475; e(0) = y5 0 4 * 1 2 - 5 + - -1 - / |  e(1) = y4 y1 y5 y2 / + / |  e(2) = y5 y4 ^ |  e(3) = -3 5 2 0 + * 5 1 3 - -1 - / * ^ |  e(4) = y3 | 
1;4947.596822;inf;6817.166475; e(0) = y5 0 4 * 1 2 - 5 + - -1 - / |  e(1) = y4 y1 y5 y2 / + / |  e(2) = y5 y4 ^ |  e(3) = -3 5 2 0 + * 5 1 3 - -1 - / * ^ |  e(4) = y3 | 
1;77.68696014;inf;126.6133953; e(0) = 5 y1 ^ y1 2 -1 / 5 3 + ^ * / y2 y1 + / |  e(1) = -2 0 ^ 2 -2 * 4 5 + - -5 4 + 3 -1 ^ * / 5 y1 y3 - / 1 - + / |  e(2) = y3 y3 - 0 3 * 5 / -2 4 0 + -2 0 * * * * * |  e(3) = y2 0 4 + -3 -2 * - -4 2 + ^ -4 4 2 * * -3 * + / |  e(4) = 0 2 4 0 ^ + * -2 2 + 3 -5 - * * -1 0 2 5 + - -2 1 + -3 -3 - * * ^ ^ | 
1;77.68696014;inf;126.6133953; e(0) = 5 y1 ^ y1 2 -1 / 5 3 + ^ * / y2 y1 + / |  e(1) = -2 0 ^ 2 -2 * 4 5 + - -5 4 + 3 -1 ^ * / 5 y1 y3 - / 1 - + / |  e(2) = y3 y3 - 0 3 * 5 / -2 4 0 + -2 0 * * * * * |  e(3) = y2 0 4 + -3 -2 * - -4 2 + ^ -4 4 2 * * -3 * + / |  e(4) = 0 2 4 0 ^ + * -2 2 + 3 -5 - * * -1 0 2 5 + - -2 1 + -3 -3 - * * ^ ^ | 
1;115.76;inf;11372.4898;   f0() = (11372.4898) x x * -1 y + -1 y + + x 2 -2 * + -1 x + / + - x 2 x * + -1 y + + * 
1;0;inf;0;   f0() = (0) 3 x 3 ^ * 2 y 2 ^ * - 
1;115.76;inf;11372.4898;   f0() = (11372.4898) x x * -1 y + -1 y + + x 2 -2 * + -1 x + / + - x 2 x * + -1 y + + * 
1;0;inf;0;   f0() = (0) y -2 * y * x x * x -3 * * - 
1;15.22894608;inf;-nan;   f0() = (-nan) x exp 4 * x 4 + -5 - -1 5 - x cos * 4 * + - x x sin + x tan - -1 cos x / atan x 4 + * / - 
1;83.36730099;inf;-nan;   f0() = (-nan) 4 -4 x * ^ cos -1 / -5 x + x x + * x x + cos -5 x * * + x exp x -1 + * - * 
1;3.438780974;inf;-nan;   f0() = (-nan) x cos -3 sin acos * x x x / * exp / -3 5 x + - x x sin - - 4 x exp * + + x cos -5 * x sin x * 5 + * - 
1;12.92192049;inf;-nan;   f0() = (-nan) x 1 - -3 / x 2 x * - + 0 x x + - 4 - * 5 x x * + 4 x 2 - - + -4 x - / + 2 3 x ^ * -2 x x * -5 ^ * - x 2 * 4 x - / x x * -4 + - -2 -4 + 3 -2 - 5 * - - - + 
1;26.71492827;inf;-nan;   f0() = (-nan) x x + x * -2 4 -3 x + / + + x x * 2 / x -5 1 - + + * 
1;1.514612938e-30;inf;-nan;   f0() = (-nan) x 4 ^ 2 x 3 ^ * -13 x 2 ^ * -14 x * 24 + + + + 
1;122.2535972;inf;-nan;   f0() = (-nan) x 3 ^ 4 x + / 5 x - -3 x * * + 4 1 * -5 x / * 4 x ^ + + 2 4 -3 / -4 x - - -4 ^ - / 
1;165.2478346;inf;-nan;   f0() = (-nan) -5 -3 x - + 3 x ^ / -3 x - -5 ^ x + / 4 5 * 5 x ^ * 5 3 ^ / + 
1;2.200921926e-29;inf;-nan;   f0() = (-nan) 5 -3 - -1 -5 - + x x 2 + * x - - x -1 x + - x x * -1 x + + - * 
1;2.200921926e-29;inf;-nan;   f0() = (-nan) 5 -3 - -1 -5 - + x x 2 + * x - - x -1 x + - x x * -1 x + + - * 
1;2.200921926e-29;inf;-nan;   f0() = (-nan) 5 -3 - -1 -5 - + x x 2 + * x - - x -1 x + - x x * -1 x + + - * 
